x y
905.7603804684983 689.1524535664776
73.78504284838948 1087.3790677982745
400.1888685667843 1497.5305810808504
906.9284033054131 688.0091014935681
602.9716249549899 1213.648698702624
401.663768745802 1501.4988552528596
296.08407114466763 808.8839697174895
896.7659647590934 692.7656499080299
1391.2974485386512 102.96721867393515
1197.3308655432559 309.4991707344908
1291.8807188712874 1412.230836466968
1189.0485358673966 300.6008915409988
1393.1470351626363 97.040635722007
1311.7506078611482 1379.7971795536052
1198.8793708393055 289.0016389233978
1205.8879228337023 287.3119143230662
906.6907788425738 698.5751089630961
1193.5268297650427 299.949982030655
90.38147096566198 1091.6139664061764
306.3664836302595 798.4417263483956
1294.3981252331926 1388.7544893467884
1393.2077227237885 94.5092094990685
1116.0985796489153 1300.8066822414396
300.8845151061064 792.4354368340493
1295.92366546326 1398.539010146602
1407.525697250745 91.01496846275407
296.89641851653397 787.6584044728769
1295.4396880566683 1402.8367583549248
597.5560377569507 1189.6209170650807
1094.6355158981657 1292.9130083674472
1201.1364545984077 300.4510355939266
99.06541925182057 1115.2190620605436
1318.2939799013425 1395.884110436811
897.0564557916571 689.0945653973298
1096.6782394147197 1290.0097943094668
401.35701691779116 1493.357651110906
1199.1336145399484 313.75167564205634
1097.4093106591095 1299.8046139489718
600.5941386633117 1198.7879895878339
1101.5901702515591 1290.7738776437807
1410.3467616402495 94.42475974174553
1399.8519710842627 109.47841786335798
1283.9664927320102 1400.5920938758438
310.32576934964504 784.2609589412833
1285.5873326842288 1397.099564636823
605.4018281890877 1204.0849767827024
1395.187266111752 100.85155852493327
396.3223504822168 1507.192073065426
397.759964243022 1507.144156635414
294.9137673092523 787.9081350281665
89.68434409297095 1096.6841329610793
1203.4205340730002 294.7706002972017
402.75460016727806 1511.4979931044413
378.07806858487965 1505.5935606098042
1397.9516469860546 96.59847397818595
609.79944500363 1195.1374415753742
1297.738271569897 1399.4773134104937
1207.3361323098954 292.8762637415367
1100.7041636683186 1303.6610928260882
905.0322290458042 707.8849351009003
402.5749686816805 1485.0378101278757
1306.8715467553977 1405.2339784946032
1097.4962568840285 1291.8013311557445
98.45107952187081 1114.4140799485974
312.1485786117841 808.4184352974981
592.5542260835547 1195.7962922388247
1404.9177784354686 95.90423473015483
610.0944035101422 1200.0426706983376
906.3551151665961 703.4868079798697
1402.2498981633155 93.41207881284255
598.9130021312221 1191.7111695971068
384.8046497570672 1511.8637918963793
1187.0952024033 300.4858107908861
94.67461437333088 1098.6046415846815
294.6906414848505 801.6817468354773
890.7147937958098 716.0142589399136
113.16241577935558 1104.5599678627223
1099.5812229934857 1304.3928714782255
101.24752454119326 1104.965880248787
396.86250136337935 1507.6732599722868
318.460224138277 785.2065927393993
1100.226594757906 1302.6474895713318
104.95852635252828 1096.7906783365697
594.0645750539306 1208.897815877234
1097.4207777066038 1296.3175190145625
898.3252009101702 691.0313977385993
122.42560390101012 1098.2797303825491
295.1785322366712 806.0728194810578
605.8832689589183 1211.08593311296
906.7781411420948 702.972349818349
